10500	3.204808	3.290709	3.055539e-04	260489.77	0.3604	2.0127
10600	3.391356	3.289978	3.011528e-04	264705.41	0.4562	1.9806
10700	3.261412	3.277268	2.967595e-04	265492.49	0.3331	1.9748
10800	3.261205	3.273908	2.923751e-04	263446.38	0.3419	1.9901
10900	3.305049	3.276544	2.880008e-04	262630.60	0.3648	1.9963
11000	3.263126	3.272799	2.836377e-04	263334.15	0.3140	1.9910
11100	3.174725	3.271609	2.792871e-04	263047.60	0.3345	1.9931
11200	3.157050	3.274739	2.749502e-04	260134.87	0.3889	2.0154
11300	3.110166	3.266767	2.706279e-04	259846.39	0.2988	2.0177
11400	3.291835	3.261593	2.663216e-04	264550.97	0.3383	1.9818
11500	3.252458	3.257697	2.620324e-04	267971.92	0.3319	1.9565
11600	3.250031	3.258466	2.577615e-04	264972.66	0.3607	1.9786
11700	3.245924	3.256153	2.535099e-04	265299.24	0.3150	1.9762
11800	3.232673	3.259441	2.492788e-04	263307.41	0.3666	1.9912
11900	3.042093	3.256597	2.450694e-04	265614.41	0.3426	1.9739
12000	3.226357	3.250311	2.408828e-04	261592.83	0.3566	2.0042
12100	3.266745	3.244658	2.367201e-04	260975.28	0.3365	2.0090
12200	3.246765	3.245760	2.325824e-04	264143.26	0.3562	1.9849
12300	3.274976	3.242400	2.284709e-04	275270.15	0.3370	1.9046
12400	3.144716	3.237145	2.243866e-04	263761.95	0.3193	1.9877
12500	3.167395	3.238952	2.203306e-04	261058.75	0.3326	2.0083
12600	3.071115	3.235188	2.163041e-04	275845.71	0.3248	1.9007
12700	3.047641	3.236430	2.123081e-04	263870.88	0.3540	1.9869
12800	3.208715	3.232123	2.083436e-04	263551.45	0.3126	1.9893
12900	3.181440	3.228372	2.044118e-04	263912.52	0.3582	1.9866
13000	3.246689	3.225220	2.005137e-04	265629.97	0.3234	1.9738
13100	3.266645	3.226194	1.966503e-04	264783.72	0.3525	1.9801
13200	3.182558	3.222865	1.928227e-04	265062.50	0.2982	1.9780
13300	3.081770	3.220790	1.890319e-04	259730.57	0.3398	2.0186
13400	3.065218	3.225655	1.852790e-04	276205.60	0.4203	1.8982
13500	3.194258	3.218546	1.815648e-04	275247.98	0.3354	1.9048
13600	3.179952	3.213947	1.778905e-04	264028.83	0.3362	1.9857
13700	3.207809	3.212626	1.742570e-04	261797.46	0.3227	2.0026
13800	3.188106	3.209716	1.706653e-04	274881.74	0.3037	1.9073
13900	3.217515	3.210104	1.671164e-04	276642.21	0.3410	1.8952
14000	3.174133	3.208925	1.636111e-04	265583.11	0.3103	1.9741
14100	2.946316	3.208254	1.601505e-04	263050.48	0.3372	1.9931
14200	2.925389	3.206405	1.567355e-04	263828.56	0.3175	1.9872
14300	3.214710	3.200747	1.533669e-04	265170.72	0.3428	1.9772
14400	3.205047	3.199419	1.500458e-04	264750.63	0.3369	1.9803
14500	3.253433	3.196374	1.467729e-04	275933.31	0.3504	1.9001
14600	3.171783	3.196746	1.435492e-04	260540.05	0.3096	2.0123
14700	2.992539	3.195003	1.403755e-04	273086.21	0.3672	1.9199
14800	2.970901	3.197684	1.372527e-04	263792.77	0.3245	1.9875
14900	3.224448	3.192872	1.341817e-04	263889.80	0.3841	1.9868
15000	3.184270	3.189525	1.311631e-04	267089.01	0.3403	1.9630
15100	3.208425	3.187415	1.281979e-04	265154.93	0.3443	1.9773
15200	3.125855	3.187594	1.252869e-04	274293.18	0.3532	1.9114
15300	2.954666	3.191635	1.224307e-04	264228.96	0.3367	1.9842
15400	3.176071	3.188751	1.196303e-04	266942.56	0.3602	1.9640
15500	3.163923	3.182043	1.168863e-04	266481.39	0.2992	1.9674
15600	3.154624	3.179077	1.141995e-04	263891.63	0.3109	1.9868
15700	3.109663	3.178442	1.115706e-04	261081.65	0.3181	2.0081
15800	3.147454	3.176279	1.090003e-04	259840.65	0.3019	2.0177
15900	3.149918	3.172517	1.064893e-04	260263.36	0.3175	2.0145
16000	3.193276	3.170740	1.040383e-04	263740.94	0.3442	1.9879
16100	3.172480	3.169883	1.016479e-04	277899.96	0.3194	1.8866
16200	3.197336	3.168965	9.931875e-05	274163.40	0.3312	1.9123
16300	3.185189	3.166572	9.705151e-05	274817.75	0.3581	1.9078
16400	3.164737	3.164512	9.484678e-05	276067.82	0.3201	1.8991
16500	3.226052	3.163977	9.270514e-05	274607.63	0.3488	1.9092
16600	3.172122	3.165073	9.062716e-05	273581.75	0.3089	1.9164
16700	3.107909	3.164444	8.861342e-05	277277.82	0.3320	1.8908
16800	3.094934	3.163756	8.666444e-05	266912.03	0.3245	1.9643
16900	3.119492	3.159176	8.478075e-05	263377.28	0.3247	1.9906
17000	3.139724	3.159402	8.296285e-05	260513.23	0.3559	2.0125
17100	3.171928	3.159022	8.121124e-05	273866.29	0.3382	1.9144
17200	3.166063	3.156436	7.952638e-05	262174.77	0.3364	1.9998
17300	3.133581	3.154547	7.790873e-05	276344.81	0.3176	1.8972
17400	3.077701	3.154318	7.635871e-05	276517.97	0.3614	1.8960
17500	3.153785	3.155393	7.487675e-05	262997.43	0.3438	1.9935
17600	3.199098	3.154344	7.346324e-05	275383.71	0.3035	1.9038
17700	3.139805	3.154215	7.211856e-05	275201.72	0.3088	1.9051
17800	3.128127	3.153455	7.084308e-05	264333.51	0.3496	1.9834
17900	3.201818	3.151634	6.963713e-05	263622.97	0.3291	1.9888
18000	3.166526	3.149539	6.850103e-05	276865.64	0.3038	1.8937
18100	3.183959	3.148230	6.743511e-05	258512.21	0.3119	2.0281
18200	3.165313	3.148816	6.643962e-05	263441.03	0.3211	1.9902
18300	3.141922	3.148474	6.551486e-05	275707.53	0.3040	1.9016
18400	3.132278	3.147870	6.466106e-05	263029.02	0.3195	1.9933
18500	3.201959	3.147296	6.387845e-05	262538.41	0.3399	1.9970
18600	3.174609	3.145672	6.316725e-05	262395.09	0.3481	1.9981
18700	3.113348	3.144551	6.252764e-05	276943.19	0.3278	1.8931
18800	3.141546	3.145256	6.195980e-05	263732.10	0.3236	1.9880
18900	3.148695	3.144511	6.146387e-05	259452.01	0.3370	2.0208
19000	3.164083	3.143734	6.104000e-05	275270.89	0.3257	1.9046
19100	3.123694	3.142899	6.068829e-05	263583.49	0.3492	1.9891
19200	3.115378	3.140426	6.040884e-05	260007.52	0.3314	2.0164
19300	3.143871	3.140497	6.020172e-05	261614.72	0.3427	2.0040
19400	3.164304	3.141063	6.006699e-05	259862.70	0.4989	2.0176
19500	3.127685	3.140632	6.000469e-05	272913.64	0.3421	1.9211
