0	10.979198	10.978234	1.680672e-06	218651.20	10.0060	2.3978
100	6.855378	6.805964	1.697479e-04	266452.92	1.1929	1.9677
200	6.130370	6.164285	3.378151e-04	262726.16	0.7874	1.9956
300	5.843096	5.793953	5.058824e-04	279067.09	0.7899	1.8787
400	5.344793	5.441670	5.999708e-04	279097.90	0.6254	1.8785
500	5.015353	5.122221	5.996767e-04	267195.79	0.7726	1.9622
600	4.643519	4.841405	5.990667e-04	266198.86	0.5363	1.9695
700	4.607920	4.650551	5.981416e-04	265430.05	0.6947	1.9752
800	4.458138	4.478716	5.969025e-04	267112.84	0.7515	1.9628
900	4.280221	4.281386	5.953507e-04	278993.73	0.5435	1.8792
1000	4.181629	4.161178	5.934880e-04	267007.61	0.5258	1.9636
1100	3.936924	4.076387	5.913168e-04	279050.52	0.4039	1.8788
1200	3.878588	4.015326	5.888395e-04	265202.46	0.4770	1.9769
1300	3.946106	3.960098	5.860590e-04	266528.50	0.5644	1.9671
1400	3.980008	3.907210	5.829786e-04	265724.95	0.5332	1.9730
1500	3.895194	3.863321	5.796019e-04	266140.54	0.4169	1.9700
1600	3.817364	3.834647	5.759328e-04	265450.68	0.5653	1.9751
1700	3.764979	3.794102	5.719757e-04	278480.59	0.4370	1.8827
1800	3.643885	3.760835	5.677351e-04	265304.08	0.4174	1.9762
1900	3.587270	3.744186	5.632161e-04	278787.25	0.3650	1.8806
2000	3.772007	3.718249	5.584239e-04	278933.14	0.4401	1.8796
2100	3.678450	3.696550	5.533642e-04	263282.68	0.4014	1.9914
2200	3.692290	3.674628	5.480428e-04	265783.20	0.3231	1.9726
2300	3.620840	3.653322	5.424661e-04	265564.34	0.3561	1.9742
2400	3.622078	3.635755	5.366405e-04	278741.43	0.3220	1.8809
2500	3.466029	3.626024	5.305728e-04	265351.54	0.3735	1.9758
2600	3.400018	3.608933	5.242702e-04	265180.53	0.2991	1.9771
2700	3.561717	3.592059	5.177401e-04	278987.44	0.3780	1.8793
2800	3.586651	3.577573	5.109901e-04	279279.63	0.3511	1.8773
2900	3.595161	3.564552	5.040281e-04	279316.91	0.3646	1.8770
3000	3.539522	3.551699	4.968622e-04	265994.67	0.3135	1.9710
3100	3.456538	3.542144	4.895009e-04	265149.65	0.3241	1.9773
3200	3.463305	3.530597	4.819528e-04	278573.74	0.3155	1.8820
3300	3.367800	3.520165	4.742267e-04	265383.66	0.3321	1.9756
3400	3.336265	3.518440	4.663316e-04	267090.75	0.3204	1.9630
3500	3.490834	3.504249	4.582769e-04	267889.22	0.3625	1.9571
3600	3.535456	3.491549	4.500719e-04	279659.27	0.3411	1.8747
3700	3.468846	3.492497	4.417263e-04	265748.81	0.3574	1.9729
3800	3.449817	3.474400	4.332498e-04	266160.20	0.3209	1.9698
3900	3.423270	3.468534	4.246524e-04	277162.53	0.3463	1.8916
4000	3.292762	3.458586	4.159441e-04	214006.46	0.3175	2.4499
4100	3.267105	3.455015	4.071352e-04	263363.55	0.3583	1.9907
4200	3.500320	3.443129	3.982359e-04	278595.18	0.3158	1.8819
4300	3.485169	3.436726	3.892567e-04	266084.17	0.3470	1.9704
4400	3.428934	3.427793	3.802080e-04	278897.98	0.2931	1.8799
4500	3.406154	3.423072	3.711006e-04	279616.58	0.3086	1.8750
4600	3.362498	3.414524	3.619450e-04	267433.68	0.3236	1.9604
4700	3.222312	3.409488	3.527520e-04	274267.28	0.3057	1.9116
4800	3.220137	3.405795	3.435324e-04	266255.28	0.2977	1.9691
4900	3.453433	3.401536	3.342969e-04	265705.85	0.3433	1.9732
5000	3.356150	3.385280	3.250563e-04	276700.82	0.2863	1.8948
5100	3.407622	3.381738	3.158216e-04	267533.34	0.3264	1.9597
5200	3.368528	3.377125	3.066035e-04	265278.57	0.3111	1.9764
5300	3.306521	3.371529	2.974128e-04	278983.28	0.3005	1.8793
5400	3.038092	3.369671	2.882602e-04	271697.77	0.3702	1.9297
5500	3.243236	3.367301	2.791565e-04	265241.50	0.3039	1.9766
5600	3.379261	3.357206	2.701124e-04	278586.98	0.3224	1.8820
5700	3.348744	3.353866	2.611385e-04	262905.69	0.2835	1.9942
5800	3.292159	3.345233	2.522451e-04	274173.50	0.3095	1.9122
5900	3.338486	3.340394	2.434429e-04	266693.14	0.3017	1.9659
6000	3.333930	3.335055	2.347421e-04	267185.56	0.3076	1.9623
6100	3.311213	3.328128	2.261528e-04	279274.85	0.2762	1.8773
6200	3.250834	3.324287	2.176851e-04	267238.62	0.2967	1.9619
6300	3.237066	3.319511	2.093490e-04	277952.87	0.2842	1.8862
6400	3.238461	3.313746	2.011543e-04	273213.03	0.2995	1.9190
6500	3.328901	3.307540	1.931104e-04	266268.23	0.3033	1.9690
6600	3.328242	3.302778	1.852269e-04	264422.84	0.3062	1.9828
6700	3.290999	3.299425	1.775130e-04	260258.24	0.2851	2.0145
6800	3.323676	3.295436	1.699776e-04	267490.62	0.3508	1.9600
6900	3.275652	3.291408	1.626297e-04	279294.52	0.3546	1.8772
7000	3.305312	3.288608	1.554779e-04	272476.41	0.3249	1.9242
7100	3.284420	3.287240	1.485304e-04	277739.98	0.3112	1.8877
7200	3.231435	3.283838	1.417955e-04	265677.86	0.2749	1.9734
7300	3.268624	3.279270	1.352811e-04	262712.70	0.2845	1.9957
7400	3.249898	3.274676	1.289947e-04	264900.06	0.2838	1.9792
7500	3.322575	3.271582	1.229438e-04	266208.32	0.3011	1.9695
7600	3.208999	3.269472	1.171354e-04	263311.15	0.2772	1.9911
7700	3.246384	3.266388	1.115763e-04	279151.68	0.2972	1.8781
7800	3.241811	3.263355	1.062730e-04	272845.26	0.3074	1.9216
7900	3.261717	3.260559	1.012318e-04	278621.07	0.2766	1.8817
8000	3.289828	3.257683	9.645859e-05	205353.05	0.2824	2.5531
8100	3.251629	3.256854	9.195890e-05	278354.19	0.2770	1.8835
8200	3.232241	3.257068	8.773802e-05	265462.81	0.2925	1.9750
8300	3.320938	3.253457	8.380090e-05	265653.01	0.2788	1.9736
8400	3.264600	3.250501	8.015216e-05	278760.59	0.2958	1.8808
8500	3.248607	3.247940	7.679606e-05	265024.36	0.2813	1.9783
8600	3.261211	3.247884	7.373653e-05	263523.59	0.2955	1.9895
8700	3.237202	3.244172	7.097717e-05	265912.93	0.2739	1.9717
8800	3.218461	3.243507	6.852120e-05	266254.93	0.2811	1.9691
8900	3.217688	3.241599	6.637150e-05	261395.98	0.2807	2.0057
9000	3.264482	3.239632	6.453058e-05	263709.81	0.2795	1.9881
9100	3.278770	3.239491	6.300061e-05	264170.81	0.3007	1.9847
9200	3.245162	3.236533	6.178337e-05	260415.29	0.2969	2.0133
9300	3.250724	3.235876	6.088030e-05	266559.93	0.2852	1.9669
9400	3.225584	3.236312	6.029244e-05	278155.64	0.3094	1.8849
9500	3.222236	3.234301	6.002049e-05	264873.44	0.2813	1.9794
0	10.979198	10.978234	1.680672e-06	72091.65	10.0060	7.2725
9600	3.291939	3.290405	3.453164e-04	275786.83	0.3889	1.9011
9700	3.212768	3.296727	3.408990e-04	272111.35	0.3303	1.9267
9800	3.298528	3.299375	3.364786e-04	262418.79	0.3637	1.9979
9900	3.244228	3.302301	3.320565e-04	265587.43	0.3893	1.9741
10000	3.321801	3.299486	3.276339e-04	274618.10	0.4095	1.9092
10100	3.300740	3.295136	3.232119e-04	263535.16	0.3878	1.9894
10200	3.198436	3.288987	3.187917e-04	263070.59	0.3554	1.9930
10300	3.329185	3.288131	3.143745e-04	276405.80	0.3665	1.8968
10400	3.295114	3.288929	3.099615e-04	261903.61	0.3557	2.0018
